district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid,state_name
33,rural,all ages,612659,314295,298364,171947,67833,104114,440712,246462,194250,0,0,0,True,himachal_pradesh
33,urban,all ages,201351,110744,90607,29421,14360,15061,171930,96384,75546,0,0,0,True,himachal_pradesh
34,total,all ages,84121,46249,37872,23422,9552,13870,60699,36697,24002,0,0,0,True,himachal_pradesh
34,rural,all ages,84121,46249,37872,23422,9552,13870,60699,36697,24002,0,0,0,True,himachal_pradesh
34,urban,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,himachal_pradesh
241,total,all ages,43709,24730,18979,13259,6151,7108,30450,18579,11871,0,0,0,True,sikkim
241,rural,all ages,39065,22274,16791,12017,5580,6437,27048,16694,10354,0,0,0,True,sikkim
241,urban,all ages,4644,2456,2188,1242,571,671,3402,1885,1517,0,0,0,True,sikkim
242,total,all ages,136435,70238,66197,43003,18250,24753,93432,51988,41444,0,0,0,True,sikkim
242,rural,all ages,131187,67528,63659,41962,17817,24145,89225,49711,39514,0,0,0,True,sikkim
242,urban,all ages,5248,2710,2538,1041,433,608,4207,2277,1930,0,0,0,True,sikkim
243,total,all ages,146850,76670,70180,40109,17313,22796,106741,59357,47384,0,0,0,True,sikkim
243,rural,all ages,125651,65848,59803,35885,15509,20376,89766,50339,39427,0,0,0,True,sikkim
243,urban,all ages,21199,10822,10377,4224,1804,2420,16975,9018,7957,0,0,0,True,sikkim
244,total,all ages,283583,151432,132151,69254,30087,39167,214329,121345,92984,0,0,0,True,sikkim
244,rural,all ages,161096,87147,73949,45205,19646,25559,115891,67501,48390,0,0,0,True,sikkim
244,urban,all ages,122487,64285,58202,24049,10441,13608,98438,53844,44594,0,0,0,True,sikkim
69,total,all ages,561293,299679,261614,155975,69817,86158,405318,229862,175456,0,0,0,True,haryana
69,rural,all ages,248063,133153,114910,84636,37227,47409,163427,95926,67501,0,0,0,True,haryana
69,urban,all ages,313230,166526,146704,71339,32590,38749,241891,133936,107955,0,0,0,True,haryana
70,total,all ages,1128350,598703,529647,310325,137415,172910,818025,461288,356737,0,0,0,True,haryana
70,rural,all ages,627576,331703,295873,200934,87421,113513,426642,244282,182360,0,0,0,True,haryana
70,urban,all ages,500774,267000,233774,109391,49994,59397,391383,217006,174377,0,0,0,True,haryana
71,total,all ages,1214205,646718,567487,381748,171925,209823,832457,474793,357664,0,0,0,True,haryana
71,rural,all ages,741376,393957,347419,263563,117124,146439,477813,276833,200980,0,0,0,True,haryana
71,urban,all ages,472829,252761,220068,118185,54801,63384,354644,197960,156684,0,0,0,True,haryana
72,total,all ages,964655,510976,453679,317762,140148,177614,646893,370828,276065,0,0,0,True,haryana
72,rural,all ages,685430,361020,324410,247759,107733,140026,437671,253287,184384,0,0,0,True,haryana
72,urban,all ages,279225,149956,129269,70003,32415,37588,209222,117541,91681,0,0,0,True,haryana
73,total,all ages,1074304,571003,503301,427775,185221,242554,646529,385782,260747,0,0,0,True,haryana
73,rural,all ages,838293,445931,392362,353070,152865,200205,485223,293066,192157,0,0,0,True,haryana
73,urban,all ages,236011,125072,110939,74705,32356,42349,161306,92716,68590,0,0,0,True,haryana
74,total,all ages,1505324,797712,707612,527311,233196,294115,978013,564516,413497,0,0,0,True,haryana
74,rural,all ages,1050514,557110,493404,402631,176224,226407,647883,380886,266997,0,0,0,True,haryana
74,urban,all ages,454810,240602,214208,124680,56972,67708,330130,183630,146500,0,0,0,True,haryana
75,total,all ages,1205437,646857,558580,418838,182721,236117,786599,464136,322463,0,0,0,True,haryana
75,rural,all ages,650352,349642,300710,247408,105928,141480,402944,243714,159230,0,0,0,True,haryana
75,urban,all ages,555085,297215,257870,171430,76793,94637,383655,220422,163233,0,0,0,True,haryana
76,total,all ages,1450001,781299,668702,451685,191418,260267,998316,589881,408435,0,0,0,True,haryana
76,rural,all ages,996637,538750,457887,331496,138638,192858,665141,400112,265029,0,0,0,True,haryana
76,urban,all ages,453364,242549,210815,120189,52780,67409,333175,189769,143406,0,0,0,True,haryana
77,total,all ages,1334152,713006,621146,501394,210957,290437,832758,502049,330709,0,0,0,True,haryana
77,rural,all ages,1028569,550519,478050,410854,172552,238302,617715,377967,239748,0,0,0,True,haryana
77,urban,all ages,305583,162487,143096,90540,38405,52135,215043,124082,90961,0,0,0,True,haryana
78,total,all ages,942011,495360,446651,384433,167889,216544,557578,327471,230107,0,0,0,True,haryana
78,rural,all ages,762423,400814,361609,327892,142000,185892,434531,258814,175717,0,0,0,True,haryana
78,urban,all ages,179588,94546,85042,56541,25889,30652,123047,68657,54390,0,0,0,True,haryana
79,total,all ages,1295189,682582,612607,512292,225614,286678,782897,456968,325929,0,0,0,True,haryana
79,rural,all ages,975941,514177,461764,416306,182187,234119,559635,331990,227645,0,0,0,True,haryana
79,urban,all ages,319248,168405,150843,95986,43427,52559,223262,124978,98284,0,0,0,True,haryana
80,total,all ages,1743931,931562,812369,629620,261362,368258,1114311,670200,444111,0,0,0,True,haryana
80,rural,all ages,1190443,634139,556304,475647,195113,280534,714796,439026,275770,0,0,0,True,haryana
80,urban,all ages,553488,297423,256065,153973,66249,87724,399515,231174,168341,0,0,0,True,haryana
81,total,all ages,1634445,866672,767773,564574,223514,341060,1069871,643158,426713,0,0,0,True,haryana
81,rural,all ages,1313123,696212,616911,472961,184449,288512,840162,511763,328399,0,0,0,True,haryana
81,urban,all ages,321322,170460,150862,91613,39065,52548,229709,131395,98314,0,0,0,True,haryana
82,total,all ages,1061204,568479,492725,313622,132454,181168,747582,436025,311557,0,0,0,True,haryana
82,rural,all ages,615040,332034,283006,202373,83184,119189,412667,248850,163817,0,0,0,True,haryana
82,urban,all ages,446164,236445,209719,111249,49270,61979,334915,187175,147740,0,0,0,True,haryana
83,total,all ages,958405,514667,443738,282314,115187,167127,676091,399480,276611,0,0,0,True,haryana
83,rural,all ages,715066,384219,330847,218611,87386,131225,496455,296833,199622,0,0,0,True,haryana
83,urban,all ages,243339,130448,112891,63703,27801,35902,179636,102647,76989,0,0,0,True,haryana
84,total,all ages,922088,486665,435423,291833,106225,185608,630255,380440,249815,0,0,0,True,haryana
84,rural,all ages,789233,416358,372875,255791,91617,164174,533442,324741,208701,0,0,0,True,haryana
84,urban,all ages,132855,70307,62548,36042,14608,21434,96813,55699,41114,0,0,0,True,haryana
85,total,all ages,900332,474335,425997,263385,98882,164503,636947,375453,261494,0,0,0,True,haryana
85,rural,all ages,666902,349710,317192,202450,73152,129298,464452,276558,187894,0,0,0,True,haryana
85,urban,all ages,233430,124625,108805,60935,25730,35205,172495,98895,73600,0,0,0,True,haryana
86,total,all ages,1514432,816690,697742,403316,178024,225292,1111116,638666,472450,0,0,0,True,haryana
86,rural,all ages,472179,251462,220717,148092,59174,88918,324087,192288,131799,0,0,0,True,haryana
86,urban,all ages,1042253,565228,477025,255224,118850,136374,787029,446378,340651,0,0,0,True,haryana
87,total,all ages,1089263,571162,518101,634366,262727,371639,454897,308435,146462,0,0,0,True,haryana
87,rural,all ages,965157,506086,459071,580408,240000,340408,384749,266086,118663,0,0,0,True,haryana
87,urban,all ages,124106,65076,59030,53958,22727,31231,70148,42349,27799,0,0,0,True,haryana
88,total,all ages,1809733,966110,843623,536994,231170,305824,1272739,734940,537799,0,0,0,True,haryana
88,rural,all ages,370878,198103,172775,143856,58386,85470,227022,139717,87305,0,0,0,True,haryana
88,urban,all ages,1438855,768007,670848,393138,172784,220354,1045717,595223,450494,0,0,0,True,haryana
89,total,all ages,1042708,554497,488211,442912,174801,268111,599796,379696,220100,0,0,0,True,haryana
89,rural,all ages,806164,428907,377257,364179,141547,222632,441985,287360,154625,0,0,0,True,haryana
89,urban,all ages,236544,125590,110954,78733,33254,45479,157811,92336,65475,0,0,0,True,haryana
293,total,all ages,643291,324159,319132,284589,130721,153868,358702,193438,165264,0,0,0,True,meghalaya
293,rural,all ages,568433,286923,281510,269985,123903,146082,298448,163020,135428,0,0,0,True,meghalaya
293,urban,all ages,74858,37236,37622,14604,6818,7786,60254,30418,29836,0,0,0,True,meghalaya
294,total,all ages,317917,161223,156694,125770,58710,67060,192147,102513,89634,0,0,0,True,meghalaya
294,rural,all ages,273725,138763,134962,115832,54058,61774,157893,84705,73188,0,0,0,True,meghalaya
294,urban,all ages,44192,22460,21732,9938,4652,5286,34254,17808,16446,0,0,0,True,meghalaya
295,total,all ages,142334,73170,69164,60272,28167,32105,82062,45003,37059,0,0,0,True,meghalaya
295,rural,all ages,129203,66470,62733,56928,26590,30338,72275,39880,32395,0,0,0,True,meghalaya
295,urban,all ages,13131,6700,6431,3344,1577,1767,9787,5123,4664,0,0,0,True,meghalaya
296,total,all ages,383461,193715,189746,152783,76408,76375,230678,117307,113371,0,0,0,True,meghalaya
296,rural,all ages,340356,172380,167976,139783,69887,69896,200573,102493,98080,0,0,0,True,meghalaya
296,urban,all ages,43105,21335,21770,13000,6521,6479,30105,14814,15291,0,0,0,True,meghalaya
297,total,all ages,258840,132531,126309,102981,51554,51427,155859,80977,74882,0,0,0,True,meghalaya
297,rural,all ages,233587,118705,114882,95770,48023,47747,137817,70682,67135,0,0,0,True,meghalaya
297,urban,all ages,25253,13826,11427,7211,3531,3680,18042,10295,7747,0,0,0,True,meghalaya
298,total,all ages,825922,410749,415173,247892,123479,124413,578030,287270,290760,0,0,0,True,meghalaya
298,rural,all ages,459441,228409,231032,176433,90164,86269,283008,138245,144763,0,0,0,True,meghalaya
298,urban,all ages,366481,182340,184141,71459,33315,38144,295022,149025,145997,0,0,0,True,meghalaya
299,total,all ages,395124,196285,198839,207597,108914,98683,187527,87371,100156,0,0,0,True,meghalaya
299,rural,all ages,366694,182610,184084,201554,105999,95555,165140,76611,88529,0,0,0,True,meghalaya
299,urban,all ages,28430,13675,14755,6043,2915,3128,22387,10760,11627,0,0,0,True,meghalaya
587,total,all ages,64473,33123,31350,11920,5100,6820,52553,28023,24530,0,0,0,True,lakshadweep
587,rural,all ages,14141,7243,6898,2853,1294,1559,11288,5949,5339,0,0,0,True,lakshadweep
587,urban,all ages,50332,25880,24452,9067,3806,5261,41265,22074,19191,0,0,0,True,lakshadweep
532,total,all ages,2741239,1369597,1371642,1257892,513247,744645,1483347,856350,626997,0,0,0,True,andhra_pradesh
532,rural,all ages,1980980,985303,995677,1015273,416270,599003,965707,569033,396674,0,0,0,True,andhra_pradesh
532,urban,all ages,760259,384294,375965,242619,96977,145642,517640,287317,230323,0,0,0,True,andhra_pradesh
533,total,all ages,2551335,1250641,1300694,1161525,460427,701098,1389810,790214,599596,0,0,0,True,andhra_pradesh
533,rural,all ages,1962963,958837,1004126,975369,385653,589716,987594,573184,414410,0,0,0,True,andhra_pradesh
533,urban,all ages,588372,291804,296568,186156,74774,111382,402216,217030,185186,0,0,0,True,andhra_pradesh
534,total,all ages,3776269,1880800,1895469,1569440,623562,945878,2206829,1257238,949591,0,0,0,True,andhra_pradesh
534,rural,all ages,2825044,1401950,1423094,1286763,512462,774301,1538281,889488,648793,0,0,0,True,andhra_pradesh
534,urban,all ages,951225,478850,472375,282677,111100,171577,668548,367750,300798,0,0,0,True,andhra_pradesh
535,total,all ages,3033288,1523030,1510258,1396151,569624,826527,1637137,953406,683731,0,0,0,True,andhra_pradesh
535,rural,all ages,2305417,1152806,1152611,1170928,478390,692538,1134489,674416,460073,0,0,0,True,andhra_pradesh
535,urban,all ages,727871,370224,357647,225223,91234,133989,502648,278990,223658,0,0,0,True,andhra_pradesh
536,total,all ages,3943323,2018575,1924748,1051168,475887,575281,2892155,1542688,1349467,0,0,0,True,andhra_pradesh
536,rural,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,andhra_pradesh
536,urban,all ages,3943323,2018575,1924748,1051168,475887,575281,2892155,1542688,1349467,0,0,0,True,andhra_pradesh
537,total,all ages,5296741,2701008,2595733,1758713,752224,1006489,3538028,1948784,1589244,0,0,0,True,andhra_pradesh
537,rural,all ages,1577569,801013,776556,738382,307520,430862,839187,493493,345694,0,0,0,True,andhra_pradesh
537,urban,all ages,3719172,1899995,1819177,1020331,444704,575627,2698841,1455291,1243550,0,0,0,True,andhra_pradesh
538,total,all ages,4053028,2050386,2002642,2112382,892000,1220382,1940646,1158386,782260,0,0,0,True,andhra_pradesh
538,rural,all ages,3445336,1742438,1702898,1923558,816273,1107285,1521778,926165,595613,0,0,0,True,andhra_pradesh
538,urban,all ages,607692,307948,299744,188824,75727,113097,418868,232221,186647,0,0,0,True,andhra_pradesh
539,total,all ages,3488809,1759772,1729037,1487790,599015,888775,2001019,1160757,840262,0,0,0,True,andhra_pradesh
539,rural,all ages,2826302,1427716,1398586,1310755,530720,780035,1515547,896996,618551,0,0,0,True,andhra_pradesh
539,urban,all ages,662507,332056,330451,177035,68295,108740,485472,263761,221711,0,0,0,True,andhra_pradesh
540,total,all ages,3512576,1759281,1753295,1447553,579491,868062,2065023,1179790,885233,0,0,0,True,andhra_pradesh
540,rural,all ages,2520243,1260594,1259649,1182835,479177,703658,1337408,781417,555991,0,0,0,True,andhra_pradesh
540,urban,all ages,992333,498687,493646,264718,100314,164404,727615,398373,329242,0,0,0,True,andhra_pradesh
541,total,all ages,2797370,1390988,1406382,1167136,489348,677788,1630234,901640,728594,0,0,0,True,andhra_pradesh
541,rural,all ages,2141459,1066781,1074678,991926,419275,572651,1149533,647506,502027,0,0,0,True,andhra_pradesh
541,urban,all ages,655911,324207,331704,175210,70073,105137,480701,254134,226567,0,0,0,True,andhra_pradesh
542,total,all ages,2703114,1341738,1361376,1207733,483914,723819,1495381,857824,637557,0,0,0,True,andhra_pradesh
542,rural,all ages,2266411,1126888,1139523,1079749,434766,644983,1186662,692122,494540,0,0,0,True,andhra_pradesh
542,urban,all ages,436703,214850,221853,127984,49148,78836,308719,165702,143017,0,0,0,True,andhra_pradesh
543,total,all ages,2344474,1161477,1182997,1106086,453974,652112,1238388,707503,530885,0,0,0,True,andhra_pradesh
543,rural,all ages,1853563,920428,933135,961725,397112,564613,891838,523316,368522,0,0,0,True,andhra_pradesh
543,urban,all ages,490911,241049,249862,144361,56862,87499,346550,184187,162363,0,0,0,True,andhra_pradesh
544,total,all ages,4290589,2138910,2151679,1722340,716032,1006308,2568249,1422878,1145371,0,0,0,True,andhra_pradesh
544,rural,all ages,2254667,1113234,1141433,1182500,494837,687663,1072167,618397,453770,0,0,0,True,andhra_pradesh
544,urban,all ages,2035922,1025676,1010246,539840,221195,318645,1496082,804481,691601,0,0,0,True,andhra_pradesh
545,total,all ages,5154296,2569688,2584608,1865719,852755,1012964,3288577,1716933,1571644,0,0,0,True,andhra_pradesh
545,rural,all ages,3840324,1922293,1918031,1510563,698599,811964,2329761,1223694,1106067,0,0,0,True,andhra_pradesh
545,urban,all ages,1313972,647395,666577,355156,154156,201000,958816,493239,465577,0,0,0,True,andhra_pradesh
546,total,all ages,3936966,1964918,1972048,1284577,585695,698882,2652389,1379223,1273166,0,0,0,True,andhra_pradesh
546,rural,all ages,3128189,1567013,1561176,1092559,503338,589221,2035630,1063675,971955,0,0,0,True,andhra_pradesh
546,urban,all ages,808777,397905,410872,192018,82357,109661,616759,315548,301211,0,0,0,True,andhra_pradesh
547,total,all ages,4517398,2267375,2250023,1507680,668416,839264,3009718,1598959,1410759,0,0,0,True,andhra_pradesh
547,rural,all ages,2673738,1343534,1330204,1016146,451924,564222,1657592,891610,765982,0,0,0,True,andhra_pradesh
547,urban,all ages,1843660,923841,919819,491534,216492,275042,1352126,707349,644777,0,0,0,True,andhra_pradesh
548,total,all ages,4887813,2440521,2447292,1927372,805795,1121577,2960441,1634726,1325715,0,0,0,True,andhra_pradesh
548,rural,all ages,3235075,1621491,1613584,1437141,604197,832944,1797934,1017294,780640,0,0,0,True,andhra_pradesh
548,urban,all ages,1652738,819030,833708,490231,201598,288633,1162507,617432,545075,0,0,0,True,andhra_pradesh
549,total,all ages,3397448,1714764,1682684,1493013,607078,885935,1904435,1107686,796749,0,0,0,True,andhra_pradesh
549,rural,all ages,2732866,1382641,1350225,1296953,530053,766900,1435913,852588,583325,0,0,0,True,andhra_pradesh
549,urban,all ages,664582,332123,332459,196060,77025,119035,468522,255098,213424,0,0,0,True,andhra_pradesh
550,total,all ages,2963557,1492974,1470583,1131368,481052,650316,1832189,1011922,820267,0,0,0,True,andhra_pradesh
550,rural,all ages,2105927,1060810,1045117,908308,387864,520444,1197619,672946,524673,0,0,0,True,andhra_pradesh
550,urban,all ages,857630,432164,425466,223060,93188,129872,634570,338976,295594,0,0,0,True,andhra_pradesh
551,total,all ages,2882469,1451777,1430692,1165703,457078,708625,1716766,994699,722067,0,0,0,True,andhra_pradesh
551,rural,all ages,1903337,959693,943644,840981,328753,512228,1062356,630940,431416,0,0,0,True,andhra_pradesh
551,urban,all ages,979132,492084,487048,324722,128325,196397,654410,363759,290651,0,0,0,True,andhra_pradesh
552,total,all ages,4053463,2039227,2014236,1926302,792858,1133444,2127161,1246369,880792,0,0,0,True,andhra_pradesh
552,rural,all ages,2904177,1464569,1439608,1513718,623058,890660,1390459,841511,548948,0,0,0,True,andhra_pradesh
552,urban,all ages,1149286,574658,574628,412584,169800,242784,736702,404858,331844,0,0,0,True,andhra_pradesh
553,total,all ages,4081148,2064495,2016653,1770188,726021,1044167,2310960,1338474,972486,0,0,0,True,andhra_pradesh
553,rural,all ages,2935437,1489157,1446280,1389043,572099,816944,1546394,917058,629336,0,0,0,True,andhra_pradesh
553,urban,all ages,1145711,575338,570373,381145,153922,227223,764566,421416,343150,0,0,0,True,andhra_pradesh
